project_name,link,description,composants
Xcompact: how to make a portable drone,https://www.instructables.com/Xcompact-How-to-Make-a-Portable-Drone,"Hello everyone! In this instructable I would like to show the concept of a foldable frame, that is used in our Xcompact frames. The general goal is to make the drone as portable as possible. So I will describe the tricks we used. You will need (see the first pic) 1) CFK/GFK/Plexiglass or simmilar for the plates Considering 500mm drone, the thickness should be from 1.5mm for CFK/GFK and from 3mm for plastics.  This design was made simple so that you can produce the plates even without CNC. 2) Clamps 8 x one-sided (silver), note M3 thread 8 x standard (red), note that supplied screws are M2.5x26mm (too short), I had to order M2.5x30 to fix 2mm plates 3) Tubes (length for 500mm frame) 4 x 210x16mm for arms 2 x 191x16mm for body 4) Other 6-10 x M3 standoffs, I am using nylon 22mm, but it is not strict here Rubber balls, I am using ones for 5mm holes and 8 mm between plates distance M3 screws for silver clamps and M3 standoffs 4 x M2.5 standoffs, quite a rare thing, you might consider printing your own 4 x M2.5 screws for M2.5 standoffs","Althought each can be the front one, and even the whole frame can be turned upsidedown. It will depend on your intentions as this design is quite flexible."
Tricopter DIY From CD,https://www.instructables.com/Tricopter-DIY-From-CD,"Drone home made from DVD/CD is back, after i made quadcopter here on instructableshttps://www.instructables.com/id/Flying-DVDs-Quadco... now let's build a Tricopter. How tricopter work is really different than quad especially on yaw mechanism using small servo to tilt motor left and right. This tutorial only explain the most basic things when building Tricopter, for other parts of course you can use other component like different motors, flight controller, esc's or the transmitter you will use on this project. Main purpose for this project is to make it fly, using frame that you can find around your house, so now let's get started","(3x) Small esc 20Amp (6x) Alumunium standoff (3x) Small motors 1806 2300kv (1x) Mini servo MG90S (Metal Gear) (1x) 3D Printed yaw from plastic for tricopter (1x) 3S Lipo Battery 1500mah (2x) CD for top and bottom plate (1x) 1 receiver RC (im using my DIY OpenLRSNG 433mhz with PPM, you can build one too on this linkhttps://www.instructables.com/id/How-to-Make-Cheap-...) (5x) Zipties (1x) Flight Controller with Cleanflight, you can use Naze, SPF3, CC3d etc (6x) Acrylic 110mm x 30mm sheet for arms (3x) 5x4x3 propeller "
Brush-less motors for your drone,https://www.instructables.com/Brush-less-Motors-for-Your-Drone,"Hello friends, I teach you make brush-less motors Known as BLDC with every desire power step by step by photos as I am not comfortable with English! As you all know, such motors are so expensive .Hence ,I tried to make them and till now for 1 year ,I have made more than 50 brush-less motor my self for my needs. I hope you can so.I will be in touch if you have any question to guide you. so. do not pay expensive BLDS anymore.","by finding this things, you will have every thing for making motors. they are cheap really and even if you search, you can find them freely. the most important thing is the core. yes. the Iron core. like DC motor core or Asynchronous motor core. or Floppy Disc motor core. or Hard drive motor core...!!! best ones for drone or airplanes areHard drive or Floppy Discmotor. see you can find floppies very cheap or free. but bear in mind that we need too many of them! we need at-least 6-7 floppy motor to make one powerful BLDC. nut it really works. I did it. that is wonderful. if you make it carefully, will have a perfect motor for your aim."
Getting Started With the Pmod HB5: Part 1,https://www.instructables.com/Getting-Started-With-the-Pmod-HB5-Part-1,"You've gotyour motors. You've gotyour microcontroller. Now all you need is a motor controller to connect the two! But wait a minute! Simple motor controllers like the one in myMotor Controllerstutorial can only run a motor one way! What if you want to run a motor backwards or forwards! In that case, you'll need an H-bridge! If you've ready myStepper Motortutorial, you may have gotten the impression that I don't like H-bridges. That's not quite true. Because of how they're built, it's easy to short-circuit an H-bridge, which can damage the H-bridge, as well as your microcontroller, battery, or any other attached electronics*. This doesn't make thembad, you just need to be careful when using them! In this tutorial, I'm going to show you how to use thePmod HB5safely, and prevent your code fromevershort-circuiting! Let's get started! *Yes I have stories. Just ask. ~~~~~For more things that I've done, you can check outmy profile page! For more info from Digilent or the Digilent Makerspace, check outthe Digilent blog! While you're there, consider signing up forthe Digilent newsletter!","For this tutorial, I'm using: A couple ofDigilent gear-motors(19:1 gear ratio,but they also come in 53:1). ThePmod HB5(and6-pin Pmod cable). ADP32(with breadboard modification). A battery pack. Several wires. Normally I would make the circuit directly on the DP32, but this time I'm using an HB5, because it pairs well with the Digilent gear-motors. Later on, in another tutorial, I'll show you how to use the encoder feedback from the Digilent gear-motors, that makes this pairing so attractive."
Scara Arm for the Tower of Hanoi,https://www.instructables.com/Scara-Arm-for-the-Tower-of-Hanoi,"To create a scara arm with two big metal servos and to make its end move horizontally. Just think it over, what can we do with scara arm? As you see, the vertically moving scara arm can easily catch and move the Tower of Hanoi. I guess you must be surprised by its continuous and smooth actions, aren’t you? This is the scara robotic arm I built to solve the Towers of Hanoi puzzle. It uses two MEDS150 Servos, a mini gripper and a lifting platform with 9g Micro Servos. It provides a circular work envelope. More tutorials please visitwww.makeblock.com Ourcommunity:openlab.makeblock.com www.facebook.com/Makeblock BUY NOW",··1 xMini Pan - Tilt Kit ·         ·2 xRobot Servo Pack-Blue ·         ·3 xBeam0824-048-Blue (4-Pack) ·         ·1 xMini Gripper ·         ·3 xMe RJ25 Adapter ·         ·1 xMe Orion(Base on Arduino UNO) ·         ·3 x6P6C RJ25 cable-20cm(4-Pack) ·         ·Socket Cap Screw M4x8-Button Head (50-Pack) ·         ·Socket Cap Screw M4x14-Button Head (50-Pack) ·         ·Nut 4mm(50-Pack) ·         ·4 x Plastic Rivet R4100 (50-Pack) ·         ·1 x Base Bracket B ·         ·1 xMicro USB Cable ·         ·1 xG Claw buy now
HOMEMADE CLAW MACHINE,https://www.instructables.com/HOMEMADE-CLAW-MACHINE,"This is the second and new Version of my Claw Machine (Old Version) As I announced in my first Version, the ""new"" Machine will be painted and setted up with an Arduino.","These are the most important parts I bought for the Claw Machine V2: Arduino MEGA, 2x 8 Arduino Relays, Mp3 module, accessories like cables and resistors Wood colour grey, yellow, green, black Claw Machine Assembly / Gantry"
WALL-E Walk By Makeblock,https://www.instructables.com/WALL-E-Walk-by-Makeblock,This project shows you how to make a WALL-E robot that could walk around and shake his head and hands.learn more from openlabor website,·         ·1 xBeam 0808-072 ·         ·2 xBeam 0824-032 ·         ·2 xBeam 0824-064 ·         ·1 xBeam 0824-080 ·         ·3 xBeam 0824-112 ·         ·5 xBeam 0824-128 ·         ·5 xBeam 0824-144 ·         ·5 xBeam 0824-160 ·         ·1 xHardware Robot Pack (Stainless Steel Screws) ·         ·19 xSocket Cap Screw M4x14 ·         ·5 xSocket Cap Screw M4x16 ·         ·4 xTiming Pulley 62T ·         ·6 xTiming Pulley 90T ·         ·8 xFlange Bearing 4x8x3mm ·         ·4 xShaft Connector 4mm ·         ·12 xShaft Collar 4mm ·         ·4 xThreaded Shaft 4x39mm ·         ·2 xBase Bracket B ·         ·1 xMe Orion ·         ·1 xBattery Holder for (6) AA ·         ·3 xBracket U1-Blue ·         ·3 xBracket 3x3 ·         ·4 xBracket 3x6 ·         ·3 xPlate 3x6 ·         ·4 xDC Motor-25 6V/185RPM ·         ·4 xDC Motor-25 Bracket ·         ·2 xTrack with Track Axle(40-Pack) ·         ·1 x9g Micro Servo Pack ·         ·1 xMG995 Standard Servo Pack ·         ·2 xCuttable Linkage 080-Blue ·         ·1 xD Shaft 4x56mm ·         ·5 xRJ25 Cable-20cm ·         ·1 xRJ25 Cable-35cm ·         ·1 xMe RGB LED ·         ·1 xMe Dual Motor Driver ·         ·1 xMe USB Host ·         ·1 xMe Touch Sensor ·         ·1 xMe RJ25 Adapter ·         ·1 xCross & 2.5mm HEX Screwdriver ·         ·1 xHEX Allen Key 1.5mm ·         ·1 x2.4G Wireless Joystick buy now
Make a Camera Slider by makeblock,https://www.instructables.com/Make-a-Camera-Slider-by-Makeblock,"Have you ever imagined that you can also DIY your own camera slider? Yes, you saw it right! You just need several beams, a stepper motor, a MegaPi to build the main part, then a synchronous belt, and now your camera slider is done. As you see, the camera is fixed on the camera slider to take photos of the scene in front of it. Wow, it is so cool, isn't it?learn more","Notice:6*AA battery is suitable for mobile phone shooting. For professional camera, 2500mAh Dry Battery will be highly recommended."
HI R2D2! -- Make a 3D Print Talking R2D2 Robot,https://www.instructables.com/HI-R2D2-Make-a-3D-Print-Talking-R2D2-Robot,"I am a supper fan of Star War and I like the R2-D2 robot which is a resourceful astromech droid, R2-D2 served Padmé Amidala, Anakin Skywalker and Luke Skywalker in turn, showing great bravery in rescuing his masters and their friends from many perils. A skilled starship mechanic and fighter pilot's assistant, he formed an unlikely but enduring friendship with the fussy protocol droid C-3PO. I got the R2D2’s language from ther2d2 translator website. In this project, I use a 3D printer to make a R2-D2 robot and use Re-speaker to make it “speak”, Re-speaker is a powered by the MT7688 Wi-Fi module and the built-in high performance microphone, Re-Speaker responds to your voice and recognize your speeches based on powerful online cognitive services like Microsoft Cognitive Service, Amazon Alexa Voice Service, Google Speech API, Wit.ai and Houndify.","First of all, you had to find a 3D-Printer. Then some electronic modules is needed as well: Re-Speaker Re-Speaker Grove Extension Board Grove - IMU 10DOF v2.0 Speaker (8Ω 0.5W) Grove – Servo Micro SD Card(larger than 4GB)"
IntelMaker - Tweet A Ball (TaB),https://www.instructables.com/IntelMaker-Tweet-a-Ball-TaB,"Project philosofy &description This project concerns the ways to convert virtual information into the real world objects and try to simplify access to digital fabrication tools.  Tweet A Ball (TaB) is a robot designed to ""draw"" the text of tweets containing specific hashtags on balls, eggs and other spherical surfaces. Unlike other Eggbot and similar, TaB is fully autonomous and doesn't require an external control station (PC) nor software for processing text draw TaB was designed byFablab NapoliwithinIntelMaker competitionfor the occasion of Maker Faire 2016 exhibition. The project, mainly intended for teaching purposes, aims to explore Intel Edison platform capability. Rosario Buonfiglio Carlo Colella Sergio Costigliola Salvatore Di Benedetto Clemente Giorio Antonio Grillo Francesco Guarino. How does TaB works?Exploiting the power of Intel Edison, TaB can connect directly to internet and scan the Twitter stream to research specific topics of discussion (hashtags). Identified a message matching the search criteria, the software inside the robot converts the text in lines, curves and points. Finally the whole is converted into a sequence of movement commands that trigger the writing arm. Software stackThe entire software stack is designed specifically for the Intel Edison platform and consists of the following modules: Dispatcher Host Post-processor Firmware The modulesDispatcher,HostandPost-processorshave been designed in Python and are executed by Intel Edison CPU, while the firmware module has been adapted for Intel Edison MCU.","For this project we've used an Intel Edison development board as basis for the prototype, plus other hardware equipment showed later in this instructions. n. 01 ---> sheet 600x400mm plywood 3mm (or, if you want a cool and more strong version, 1x sheet 600x400mm Plexiglass 3mm thickness) glue (vinyl or methacrylate, according to the material chosen for the laser cutting) n. 20 ---> M3 x15 Screw n. 04 ---> M3 x20 Screw n. 04 ---> M3 Double Pass Hex Nylon 25mm n. 01 ---> Intel Edison development Board with the Arduino Breakout Board n. 01 ---> Arduino CNC Shield v.3.0 n. 02 ---> Pololu A4988 Stepper Motor Driver n. 02 ---> Stepper Motor NEMA 17 17HS3404 n. 01 ---> SG-90 Servo n. 01 ---> Ball Bearing 508zz n. 01 ---> Power Supply Output 12VDC 6.A (Traco Power TXM 075-112)"
